sample_id,codice_caseificio,data_seduta,anno,n_immagini_fetta,n_immagini_grana,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,n_panelisti,flag_dati_incompleti,note_qualita,commenti_profumo,commenti_sapore,commenti_aroma,commenti_texture,commenti_struttura_pasta,commenti_colore_pasta,commenti_spessore_crosta,punteggio_profumo,punteggio_sapore,punteggio_aroma,punteggio_texture,punteggio_struttura_pasta,punteggio_colore_pasta,punteggio_spessore_crosta,punteggio_complessivo
TN319_2018-11-14,TN319,2018-11-14,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-14/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-14/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-14\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-14\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-14\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-14\\P5b_319_grana.bmp""]",11,False,,"[""nella norma"", ""nella norma"", ""quasi imperteccibile"", ""nella norma"", ""intensità moderata. un pochetto di panna. latte cotto. Pane. burro sciolto. Fieno. lieve ma complesso"", ""leggermente pungente"", ""3 su 4 panna, verdura lessa dolciastra, leggero fermentato, in 1 pezzo odore di marcio"", ""predominante il lattico cotto e il brodo"", ""frutta tropicale, ananas""]","[""nella norma"", ""leggermente piccante"", ""nella norma"", ""tendente all'acido amaro"", ""Amaro. salato e piccante bassi, ma povero , poco pieno, non dolce"", ""salato troppo"", ""umami, leggera piccantezza ma poco persistente"", ""predomina l-acido e il salato"", ""equilibrato""]","[""nella norma"", ""nella norma"", ""scarico. poco percettibile"", ""nella norma"", ""nella norma"", ""nella norma"", ""crosta di grana,"", ""nella norma"", ""latte cotto""]","[""diventa inconsistente"", ""morbido granuloso poco solubile qualche cristallo lascia residuo"", ""duro, asciutto, praticamnte privo di grana,"", ""molle e senza grana"", ""scarsa presenza di tirosina"", ""molto buona, fosse un emmental. e' addirittura elastico"", ""cristalli non da stagionato ma da fresco"", ""poca granulosità in bocca,"", ""nella norma"", ""molto adesiva""]","[""Decisamente stirata"", ""Stirata con una frattura e Microocchiatura on qualche occhiolino 2 mm in centro"", ""Presenza di molte occhiatura Spacco"", ""Striature,zona laterale con colore e spugnosita notevole, centrale con occhi da 4 mm e crepa Frattura regolare"", ""Pasta stirata. In alcune zone presenta microocchiatura. Anche uno spacco"", ""Stirata, spinosa, con Occhiatura e fratture"", ""Grana brutta, non tipica, stirata, occhiature 2_3 mm e microocchiature sarse"", ""Disomogenea, stirata a tratti, occhiatina a zone, strappo"", ""Spacchi, bocciature sparse anche grosse, stirata"", ""nella norma""]","[""Decisamente carico"", ""Chiaro ma sotto un piatto fascia macchia diffusa rosa"", ""nella norma"", ""Colore molto marcato ma omogeneo"", ""Giallo paglierino verso gli scalzi, si carica verso il centro, macchia rosa"", ""Giallo troppo carico centro e più chiaro ai lati"", ""Non omogeneo, alone e striscia rosa"", ""Giallo intenso al centro non uniforme"", ""Occhiatura da 1 a 2,5mm nella parte centrale della forma Ma frattura di 4 cm""]","[""Crosta sfumata Media 12mm"", ""nella norma"", ""nella norma"", ""0,8 cm"", ""10 mm"", ""9"", ""nella norma"", ""nella norma""]",7.447272727272727,7.234545454545454,7.3,6.732727272727273,5.529999999999999,6.2700000000000005,7.26,
TN319_2019-11-13,TN319,2019-11-13,2019,0,0,,,[],[],6,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Sapore; Nessun commento Aroma,"[""Vegetale balsamico""]",[],[],"[""Poco friabile""]","[""Profonda fessura che attraversa la forma"", ""Importante frattura"", ""Fessura enorme"", ""Manca la granulosità"", ""Grande fessura longitudinale, lunga più della metà della forma""]","[""Alone centrale rosato""]","[""Un piatto è il doppio dell' altro""]",,,,,,,,
TN306_2019-10-02,TN306,2019-10-02,2019,4,4,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-10-02_Seduta_05/P2a_TN306_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-10-02_Seduta_05/P2a_TN306_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-10-02_Seduta_05\\P2a_TN306_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-10-02_Seduta_05\\P2b_TN306_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-02_Seduta_05\\P2a_TN306_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-02_Seduta_05\\P2b_TN306_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-10-02_Seduta_05\\P2a_TN306_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\I bimestre\\2019-10-02_Seduta_05\\P2b_TN306_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-02_Seduta_05\\P2a_TN306_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-02_Seduta_05\\P2b_TN306_Grana.bmp""]",2,False,Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Intenso""]","[""Il sapore è molto blando""]","[""Aroma quasi impercettibile""]",[],[],[],[],,,,,,,,
TN314_2022-03-23,TN314,2022-03-23,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-23_Seduta_21/P3a_TN314_264_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-23_Seduta_21/P3a_TN314_264_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P3a_TN314_264_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P3b_TN314_264_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P3a_TN314_264_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P3b_TN314_264_grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],"[""Non equilibrato""]","[""Bitter""]",[],[],[],[],,,,,,,,
TN314_2022-01-26,TN314,2022-01-26,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-01-26_Seduta_14/P4a_TN314_289_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-01-26_Seduta_14/P4a_TN314_289_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-01-26_Seduta_14\\P4a_TN314_289_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-01-26_Seduta_14\\P4b_TN314_289_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-01-26_Seduta_14\\P4a_TN314_289_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-01-26_Seduta_14\\P4b_TN314_289_grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],[],[],"[""Occhi piccoli 1mm abbonamenti e diffusi""]",[],[],,,,,,,,
TN316_2018-09-12,TN316,2018-09-12,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P5a_316_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P5a_316_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P5a_316_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P5b_316_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P5a_316_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P5b_316_grana.bmp""]",8,False,,"[""profumo leggero ma positivo"", ""leggermente pezze sporche"", ""panna"", ""Note cotte, crosta,burro fuso. non sento note latte fresche"", ""brodo di carne latte cotto burro fuso nocciola tostato leggereo"", ""pungente all apertura del tappo, frutta molto matura alla rottura, panna decisa""]","[""dolce, non troppo salato"", ""piccante leggermente amaro"", ""grasso"", ""Amaro, piccante, salato"", ""leggermente pungente, poco piccante equilibrato nel complesso"", ""un po acido e piccante""]","[""nella norma"", ""panna"", ""equilibrato dado da brodo, note di latte e burro cotto"", ""nella norma"", ""lattici cotti, ma non molto caratteristici""]","[""morbido si sentono i cristalli poco granuloso molto solubile"", ""Umido, cedevole, quasi colloso. Sembra di mangiare pongo"", ""cristalli medio grossi, la bocca nel complesso rimane pulita"", ""nella norma"", ""molto umido, solubile, poco granuloso""]","[""Grave struttura irregolare nel centro non spugnosa ma simile con microocchiatura"", ""Qualche piccola frattura un Po disomogenea e grandiosa ma frattura regolare"", ""Regolare, anche fine. Ottima frattura"", ""Grana grossolana, microocch. Diffuse"", ""Un Po di microocchitura. Struttura poco grandiosa, non tipica"", ""Micro occhiatura frattura disomogeneo più umido a zone"", ""Abbastanza omogenea, la grana è grossa, vedo una sfoglia lunga 4 cm""]","[""Pressoché omogenea"", ""Leggermente più scuro su 1b piatto"", ""Omogeneo, chiaro"", ""nella norma"", ""Paglierino chiaro"", ""Omogeneo ma intenso nocciola"", ""Il sottoposta di una faccia è più chiaro""]","[""Spigoli 20mm Scalzo 15mm Minimo 10mm Media 12mm"", ""Colore sottoscritta fino a 15 mm soprattutto negli angoli"", ""Crosta sempre superiore al cm. Su uno scalzi molto spessa"", ""nella norma"", ""1,1 cm"", ""11 12"", ""Piuttosto spessa, ma omogenea su tutta la superficie""]",7.3975,7.2025,7.1275,7.21,6.7,7.6875,6.5,
TN305_2019-01-30,TN305,2019-01-30,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P3b_305_grana.bmp""]",8,False,,"[""nella norma"", ""leggero, fermentato"", ""latte acido, panna leggero insilato"", ""intensità contenuta, fogna"", ""latte cotto;burro fuso;"", ""panna, leggero sentore di brodo"", ""un po- pungente note lattiche""]","[""leggermente piccante e acre in gola"", ""leggermente salato"", ""dolciastro, acido"", ""sapidita alevata seguita da una leggera nota amara e piccante"", ""sale eccessivo"", ""acido;salato;piccante"", ""poco salato, dolce, lievemente piccante , qualche nota acida"", ""un po- salato ma abbastanza equilibrato""]","[""panna"", ""nella norma"", ""principalmente il burro fuso, il tostato e il latte cotto"", ""quasi nullo"", ""nella norma"", ""resta il piccante"", ""latte cotto, verdura cotta""]","[""morbido grasso cristalli"", ""morbido al morso, molle e pastoso al palato. tanti cristalli"", ""troppo morbido e pastoso;"", ""morbido ma con critalli"", ""[REVIEW: punteggio alto senza commento]"", ""nella norma"", ""media adesivita-, tirosia percepita"", ""lascia la bocca abbastanza pulita""]","[""Microocchiatura molto fitta on piccole fratture e grana che forma striature evidenti cristalli"", ""Struttura, microocchitura, tagli"", ""Cristalli evidenti Struttura regolare"", ""Irregolare,microochiatura diffusa"", ""Microocch molto diffusa, zone stirata, diverse fenditure"", ""Un po' di microocchiatura che conferisce aspetto un po' spugnoso"", ""Microocchiature e stiratura parte centrale"", ""Spinosa con striature, non regolare""]","[""Carico grigiastro più scuro verso in piatto"", ""Omogeneamente carico giallo"", ""Colore omogeneo"", ""Un piatto più scuro"", ""Carico abbastanza omogeneo"", ""Un po' carico ma omogeneo"", ""Zona più scura verso un piatto"", ""Paglierino carica omogeneamente distribuito. Presenza di cristalli bianchi""]","[""Più evidente su 1 lato"", ""Limite sfumato. Crostone"", ""Regolare"", ""nella norma"", ""Unghia marcata"", ""0,8 - 1cm"", ""Non è sottile""]",7.2025,6.805,7.217499999999999,7.345,6.025,7.825,6.8375,
TN330_2022-02-09,TN330,2022-02-09,2021,0,0,,,[],[],4,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Profumo; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],"[""Manca di armonia, di “dolcezza”""]","[""Sangue,,,""]","[""Asciutto"", ""Secco, non piacevole""]","[""Singolo occhio da oltre 1cm con adiacente fessura da oltre 4cm""]",[],[],,,,,,,,
TN305_2021-10-20,TN305,2021-10-20,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-10-20_Seduta_04/P2a_TN305_249_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-10-20_Seduta_04/P2a_TN305_249_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-20_Seduta_04\\P2a_TN305_249_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-20_Seduta_04\\P2b_TN305_249_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-20_Seduta_04\\P2a_TN305_249_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-20_Seduta_04\\P2b_TN305_249_Grana.bmp""]",2,False,Nessun commento Sapore; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Crauti""]",[],"[""Sovrastato da sapore""]",[],"[""Al centro 2 grappoli di occhi""]",[],[],,,,,,,,
TN307_2020-03-11,TN307,2020-03-11,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-11_Seduta_26/P3a_TN307_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/V bimestre/2020-03-11_Seduta_26/P3a_TN307_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P3a_TN307_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P3b_TN307_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P3a_TN307_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\V bimestre\\2020-03-11_Seduta_26\\P3b_TN307_Grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],[],[],"[""Tantissimi punti di tirosina""]",[],[],,,,,,,,
TN323_2022-03-09,TN323,2022-03-09,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-09_Seduta_19/P4a_TN323_466_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-09_Seduta_19/P4a_TN323_466_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P4a_TN323_466_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P4b_TN323_466_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P4a_TN323_466_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P4b_TN323_466_grana.bmp""]",2,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture,[],[],[],[],"[""Centro diverso (grana più piccola sembra umido ) rispetto al resto presenza di briciole"", ""Grana grassa""]","[""A causa della frattura e del la pasta al centro con un aspetto bagnato pastoso non sono sicura delle macchie""]","[""Colore sfumato su base scura difficile vedere dove finisce""]",,,,,,,,
TN330_2018-12-12,TN330,2018-12-12,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-12-12/P3a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-12-12/P3a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-12-12\\P3a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-12-12\\P3b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-12-12\\P3a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-12-12\\P3b_330_grana.bmp""]",10,False,,"[""formaggio pronto"", ""iniziale diverso (teli sporco) poi vegetali e eun po cotto"", ""intensità appena più che leggera. note lattee mature, cotte. sentore vegetale leggero"", ""nella norma"", ""latticini freschi"", ""Note vegetali a tratti anche intense"", ""intenso, complesso, equilibrato, note di latte cotto e burro cotto, lievissima nota di bruciato, salvia"", ""leggermente propionico"", ""latte acido panna yogurt""]","[""nella norma"", ""piccante"", ""salato oltremodo, irrita le mucose"", ""nella norma"", ""salato, quasi bruciante"", ""salato e piccante"", ""umami, salato, leggero piccante"", ""dolce sapido, buon umami, piccantezza contenuta"", ""dolce ma piccante non equilibrato"", ""sapidità eccessiva""]","[""formaggio pronto"", ""cotto vegetale"", ""lieve"", ""nella norma"", ""crosta"", ""fermentato, uovo,"", ""latte cotto, burro cotto, brodo, erbe aromatiche, forse la nota aromatica del brodo [ un po dominante ma nel complesso buon equilibrio""]","[""nella norma""]","[""Leggera micro occhiatura Frattura quasi regolare Grana regolare verso lo esterno ma ondeggia da stirata al centro"", ""Sotto un piatto zona che sembra sfogliare fitta micro occhiatura e striature centrali"", ""Microcchiatura centrale fine è una striature leggera sempre centrale che rendono la grana disomogenea. Rimanente grana bene presente. Buon taglio"", ""Stirato e spugnoso"", ""Un paio di spacchi, qualche microocchio"", ""Frattura regolare, leggermente stirata al centro"", ""Microocchiatura soprattutto centrale"", ""Presenza di Occhiatura fine distribuita, bella frattura ma grana non molto profilata"", ""Stirata al centro occhiatura centrali ampia superficie grana presente"", ""nella norma""]","[""Colorazione chiara leggermente più carica al centro"", ""Colore chiaro con leggero alone centrale una leggera macchia rosa"", ""Colore chiaro, tendente al paglierino. Abbastanza omogeneo"", ""Colore molto chiaro. C'è qualche macchiolina rosata leggera ma visibile"", ""Giallo chiaro tendente al verde/grigio"", ""Qualche piccola macchia rosata leggera leggera su sfondo chiaro"", ""Non troppo carico, omogeneo"", ""Colore chiaro uniforme"", ""Struttura della pasta: Grande zona spugnosa Colore della pasta: omogeneamente paglierino scarico""]","[""Sfumata Media 8mm"", ""A tratti inferiore ai 10 mm"", ""0,5 cm"", ""nella norma"", ""Su uno scalzo crosta molto spessa media 1"", ""Sottile""]",7.438,6.814,7.174,7.894,7.090000000000001,7.729999999999999,7.99,
TN328_2022-06-29,TN328,2022-06-29,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-29_Seduta_31/P6a_TN328_391_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-29_Seduta_31/P6a_TN328_391_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-29_Seduta_31\\P6a_TN328_391_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-29_Seduta_31\\P6b_TN328_391_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-29_Seduta_31\\P6a_TN328_391_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-29_Seduta_31\\P6b_TN328_391_Grana.bmp""]",1,False,Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Plastica bruciata""]",[],[],[],[],[],[],,,,,,,,
