id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
220,OK,"Il campione mostra una texture asciutta, con una sensazione di secchezza in bocca.",Asciutto,Asciutto,2021,C0Q,TG_14
221,FUORI_ATTRIBUTO,"La consistenza della grana è stranissima, come se ci fossero scagliette.",Stranissima consistenza della grana come rimanessero scagliette,Stranissima consistenza della grana come rimanessero scagliette,2021,C0Q,TG_19
222,FUORI_ATTRIBUTO,Ci sono scagliette e non granuli.,Scagliette e non granuli,Scagliette e non granuli,2021,C0A,TG_19
223,FUORI_ATTRIBUTO,È un po' umido.,"Un po’ umido,","Un po’ umido,",2021,C0E,TG_24
224,OK,"La pasta del campione è asciutta, con una sensazione di secchezza che potrebbe non risultare gradevole.",Asciutto,Asciutto,2021,C0Q,TG_04
225,OK,"Il campione presenta una texture asciutta, che potrebbe influenzare la piacevolezza della degustazione.",Asciutto,Asciutto,2021,C0A,TG_19
226,OK,Ho segnato durezza positiva perché ritengo abbia una bella espressione.,"Ho segnato durezza positiva perché ritengo abbia una bella espressione,","Ho segnato durezza positiva perché ritengo abbia una bella espressione,",2021,C0L,TG_24
227,OK,"Il campione è molto asciutto, il che potrebbe compromettere l'esperienza gustativa.",Molto asciutto,Molto asciutto,2021,C0B,TG_19
228,OK,"La pasta è asciutta, con una sensazione di secchezza che potrebbe non essere apprezzata.",Asciutto,Asciutto,2021,C0O,TG_04
229,FUORI_ATTRIBUTO,È difficile da ingoiare.,Ingozza,Ingozza,2021,C0C,TG_04
230,FUORI_ATTRIBUTO,Ha una presunta struttura stirata.,Presunta struttura stirata,Presunta struttura stirata,2021,C0A,Q_02
231,OK,Il campione presenta una buona presenza di cristalli e perle.,Tanti cristalli e perle,Tanti cristalli e perle,2021,C0N,TG_04
232,FUORI_ATTRIBUTO,I pezzi sono molto diversi tra loro.,Pezzi molto diversi,Pezzi molto diversi,2021,C0L,TG_19
233,OK,"Il campione è granuloso, giustamente umido e solubile.","granulosa, giustamente umida, solubile","granulosa, giustamente umida, solubile",2018,C0A,TG_20
234,FUORI_ATTRIBUTO,È asciutto con cristalli.,asciutto cristalli sol,asciutto cristalli sol,2018,C0A,Q_09
235,OK,Il campione presenta pochi cristalli di tirosina.,pochi cristalli di tirosina,pochi cristalli di tirosina,2018,C0A,Q_02
236,OK,"Il campione ha una bella presenza di granuli, consistenza media, umidità e durezza OK.","bella presenza di granuli, consistenza media, unidita e durezza OK","bella presenza di granuli, consistenza media, umidità e durezza OK",2018,C0A,TG_24
237,FUORI_ATTRIBUTO,"Ha un po' di struttura, ma manca di cristalli e si scioglie bene.","un po di struttura, mancanza dicristalli, di scioglie bene","un po di struttura, mancanza dicristalli, di scioglie bene",2018,C0A,TG_08
238,OK,"Il campione è morbido, leggermente pastoso e presenta pochi microcristalli.","morbido, un pocchetto pastoso, pochi microcristalli","morbido, un pocchetto pastoso, pochi microcristalli",2018,C0A,TG_04
239,OK,"Il campione presenta un po' di asciuttezza, che potrebbe influenzare la percezione della texture.",un po- asciutto,un po' asciutto,2018,C0A,TG_12
240,FUORI_ATTRIBUTO,C'è un po' di sabbiosità finale.,"un po di sabbiosita finale, ma","un po di sabbiosita finale, ma",2018,C0A,TG_19
241,FUORI_ATTRIBUTO,"È quasi elastica, poco granulosa ma solubile.","quasi elastica, poco granulosa ma solubile","quasi elastica, poco granulosa ma solubile",2018,C0C,TG_20
242,OK,"Il campione presenta una consistenza pastosa, con una buona pastosità che conferisce una sensazione morbida al palato.",pastoso,pastoso,2018,C0C,TG_13
243,FUORI_ATTRIBUTO,"È morbido, asciutto con cristalli, l'impasto è ok.",morbido asciutto cristalli ok impasto,morbido asciutto cristalli ok impasto,2018,C0C,Q_09
244,FUORI_ATTRIBUTO,C'è pochissima tirosina.,"pochissima tirosina, a","pochissima tirosina, a",2018,C0C,Q_02
245,OK,"Il campione mostra una bassa durezza, una discreta pastosità e farinosità, con umidità nella norma.","poca durezza, ma discreta pastosita e farinosita, umidita a posto","poca durezza, ma discreta pastosita e farinososita, umidita a posto",2018,C0C,TG_24
246,OK,"La pasta presenta poca struttura, qualche granulo e si scioglie bene in bocca.","poca struttura, qualche granulo, si scioglie bene in bocca,","poca struttura, qualche granulo, si scioglie bene in bocca,",2018,C0C,TG_08
247,OK,"La microstruttura è grossolana, elastica e poco franabile.","microstruttura grossolana.. elastico, poco franabile","microstruttura grossolana.. elastico, poco franabile",2018,C0C,TG_04
248,FUORI_ATTRIBUTO,È pastoso e morbido.,pastoso&morbido,pastoso&morbido,2018,C0C,TG_11
249,OK,"Il campione risulta pastoso e sabbioso alla fine, senza grana.","pastoso e sabbioso alla fine, senza grana","pastoso e sabbioso alla fine, senza grana",2018,C0C,TG_19
250,OK,"Il campione è piuttosto umido, poco granuloso ma solubile.","piuttosto umida, poco granulosa ma solubile","piuttosto umida, poco granulosa ma solubile",2018,C0D,TG_20
251,OK,"La pasta è asciutta e pastosa, con poca grana che lascia una sensazione sabbiosa in bocca.",asciutto pastoso poca grana lascia sabbia in bocca,asciutto pastoso poca grana lascia sabbia in bocca,2018,C0D,Q_09
252,OK,I cristalli di tirosina sono percepibili e ben distribuiti nella grana.,cristalli di tirosina percepibili come la grana,cristalli di tirosina percepibili come la grana,2018,C0D,Q_02
253,OK,"Il campione presenta una buona pastosità, durezza media e non è asciutto.",buona pastosita e nel contempo durezza media e non asciutto,buona pastosita e nel contempo durezza media e non asciutto,2018,C0D,TG_24
254,OK,"La granulometria è buona, con una struttura micro equilibrata e cristalli ben sviluppati.",buona granulometria struttura micro equilibrata con i cristalli,buona granulometria struttura micro equilibrata con i cristalli,2018,C0D,TG_08
255,OK,"La microstruttura è scarsa, morbido ma crea secchezza delle fauci.","Poca microstruttura. Morbido, ciononostante crea secchezza delle fauci","Poca microstruttura. Morbido, ciononostante crea secchezza delle fauci",2018,C0D,TG_04
256,FUORI_ATTRIBUTO,Il formaggio è umido.,umido,umido,2018,C0D,TG_11
257,OK,"Il campione è umido, ancora elastico, poco granuloso e poco solubile.","umida, ancora elastica, poco granulosa, poco solubile","umida, ancora elastica, poco granulosa, poco solubile",2018,C0I,TG_20
258,FUORI_ATTRIBUTO,È asciutto e pastoso.,asciutto pastoso sol,asciutto pastoso sol,2018,C0I,Q_09
259,FUORI_ATTRIBUTO,,pochi cristalli di tirosina,pochi cristalli di tirosina,2018,C0I,Q_02
260,OK,"Il campione risulta troppo pastoso, asciutto e farinoso.","troppo pastoso, asciutto e farinoso","troppo pastoso, asciutto e farinososo",2018,C0I,TG_24
261,FUORI_ATTRIBUTO,"È friabile, con poca struttura e qualche cristallo.","friabile, poco struttura e qualche cristallo","friabile, poco struttura e qualche cristallo",2018,C0I,TG_08
262,OK,"Il campione presenta una pasta asciutta che asciuga la bocca, senza difetti strutturali evidenti.","asciutto, asciuga la bocca","asciutto, asciuga la bocca",2018,C0I,TG_04
263,FUORI_ATTRIBUTO,Ha una consistenza leggermente gommoso.,legg gommoso,legg gommoso,2018,C0I,TG_12
264,OK,"Il campione è asciutto e friabile, con una grana fine e senza difetti strutturali evidenti.","asciutto, friabile, grana fine","asciutto, friabile, grana fine",2018,C0I,TG_19
265,OK,"Il campione è asciutto e presenta una granulosa solubilità, senza difetti strutturali evidenti.","evidentemente asciutta, ma granulosa, solubile","evidentemente asciutta, ma granulosa, solubile",2018,C0M,TG_20
266,OK,"Il campione è poco solubile e presenta una consistenza pastosa, senza difetti strutturali evidenti.","poco solubile, pastoso","poco solubile, pastoso",2018,C0M,TG_13
267,OK,"Il campione è morbido con cristalli, asciutto all'inizio ma poi solubile, senza difetti strutturali evidenti.",morbido con cristalli aciutto all-inizio ma poi solubile,morbido con cristalli asciutto all-inizio ma poi solubile,2018,C0M,Q_09
268,OK,"Il campione presenta cristalli di tirosina percepibili e una grana persistente, senza difetti strutturali evidenti.",cristalli tirosina percepibili e grana persistente,cristalli tirosina percepibili e grana persistente,2018,C0M,Q_02
269,OK,"Il formaggio mostra una bella presenza di granuli, con una pastosità e umidità che risultano conformi agli standard.","bella presenza di grabuli, pastosita e umidita OK","bella presenza di grabuli, pastosita e umidita OK",2018,C0M,TG_24
270,FUORI_ATTRIBUTO,Non presenta granuli e cristalli.,senza granumelotria e cristalli,senza granumelotria e cristalli,2018,C0M,TG_08
271,OK,"Il campione è friabile, leggermente asciutto, con molti cristalli, anche grossi, senza difetti strutturali evidenti.","friabile, un pochetto asciutto, cristalli molti, anche grossi","friabile, un pochetto asciutto, cristalli molti, anche grossi",2018,C0M,TG_04
272,FUORI_ATTRIBUTO,È asciutto e friabile.,"asciutto, friabile,","asciutto, friabile,",2018,C0M,TG_19
273,OK,"Il campione è cedevole, poco granulosa e presenta una sensazione quasi sabbiosa, senza difetti strutturali evidenti.","cedevole, poco granulosa, quasi sabbiosa","cedevole, poco granulosa, quasi sabbiosa",2018,C0Q,TG_20
274,OK,"Il campione è granuloso e solubile, senza difetti strutturali evidenti.",granuloso e solubile,granuloso e solubile,2018,C0Q,TG_13
275,OK,"Il campione è morbido e pastoso con cristalli, lasciando una sensazione di sabbia in bocca, senza difetti strutturali evidenti.",morbido pastoso con cristalli lascia sensazione di sabbia in bocca,morbido pastoso con cristalli lascia sensazione di sabbia in bocca,2018,C0Q,Q_09
276,OK,"Il campione presenta una percepibile presenza di granuli di tirosina e una grana della pasta, senza difetti strutturali evidenti.",percepibile presenza granuli di tirosina e grana della pasta,percepibile presenza granuli di tirosina e grana della pasta,2018,C0Q,Q_02
277,OK,"Il campione è asciutto e pastoso, senza difetti strutturali evidenti.",asciutta e pastosa,asciutta e pastosa,2018,C0Q,TG_24
278,OK,"Il campione presenta poca struttura, si scioglie bene in bocca e ha qualche granulo, senza difetti strutturali evidenti.","poca struttura, si scioglie bene in bocca, qualche granulo","poca struttura, si scioglie bene in bocca, qualche granulo",2018,C0Q,TG_08
279,OK,"Il campione è morbido, friabile e presenta cristalli, senza difetti strutturali evidenti.",morbido. Friabile. Cristalli presenti,morbido. Friabile. Cristalli presenti,2018,C0Q,TG_04
280,OK,"Il campione è pastoso e manca leggermente di granulosa, senza difetti strutturali evidenti.","pastoso, manca un po di granulosita,","pastoso, manca un po di granulosita,",2018,C0Q,TG_19
281,FUORI_ATTRIBUTO,È pastoso e persistente in bocca.,"pastoso, persistente in bocca","pastoso, persistente in bocca",2018,C0B,TG_13
282,FUORI_ATTRIBUTO,"È asciutto e poco solubile, lasciando una sensazione di farina in bocca.",asciutto e poco sol lascia sensazione di farina in bocca,asciutto e poco sol lascia sensazione di farina in bocca,2018,C0B,Q_09
283,FUORI_ATTRIBUTO,I cristalli di tirosina sono molto scarsi.,tirosina molto scarsa,tirosina molto scarsa,2018,C0B,Q_02
284,OK,"Il campione presenta una pasta friabile e morbida, con pochi cristalli, che impasta la bocca.",Friabile e morbido. pochi cristalli. impasta la bocca,Friabile e morbido. pochi cristalli. impasta la bocca,2018,C0B,TG_04
285,FUORI_ATTRIBUTO,Presenta cristalli.,con cristalli,con cristalli,2018,C0B,TG_35
286,FUORI_ATTRIBUTO,È leggermente asciutto.,legg asciutto,legg asciutto,2018,C0B,TG_12
287,FUORI_ATTRIBUTO,È secco.,secco,secco,2018,C0B,TG_11
288,OK,"Il campione mostra una pasta poco friabile, compatta, poco granulosa e abbastanza solubile.","poco friabile, compatto, poco granuloso, abbastanza solubile","poco friabile, compatto, poco granuloso, abbastanza solubile",2018,C0B,TG_19
289,OK,Il campione presenta una pasta granulosa e solubile.,granuloso e solubile,granuloso e solubile,2018,C0D,TG_13
290,OK,Il campione è friabile ma asciutto.,friabile ma asciutto,friabile ma asciutto,2018,C0D,Q_09
291,FUORI_ATTRIBUTO,Tende al molliccio.,tendente al molliccio,tendente al molliccio,2018,C0D,Q_02
292,OK,"Il campione è ben friabile, con una struttura fine, si scioglie bene in bocca e non è asciutto.","Ben friabile, lascia un struttura fine. Si scioglie bene in bocca, non asciutto","Ben friabile, lascia un struttura fine. Si scioglie bene in bocca, non asciutto",2018,C0D,TG_04
293,FUORI_ATTRIBUTO,Ci sono cristalli.,Cristalli,Cristalli,2018,C0D,TG_35
294,OK,Il campione presenta un grana presente e compatto.,"grana presente, compatto,","grana presente, compatto,",2018,C0D,TG_19
295,OK,"Il campione è granuloso e asciutto, con percezione dei cristalli.",granuoloso asciutto si percepiscono i cristalli,granulososo asciutto si percepiscono i cristalli,2018,C0F,Q_09
296,FUORI_ATTRIBUTO,È asciutto.,asciutto,asciutto,2018,C0F,Q_02
297,OK,Il campione è friabile e appena asciutto.,"Friabile, appena asciutto","Friabile, appena asciutto",2018,C0F,TG_04
298,OK,Il campione lascia la bocca pulita.,lascia la bocca pulita,lascia la bocca pulita,2018,C0F,TG_35
299,FUORI_ATTRIBUTO,È asciutto.,asciutto,asciutto,2018,C0F,TG_12
300,FUORI_ATTRIBUTO,È secco e asciutto.,"secco, asciutto","secco, asciutto",2018,C0F,TG_11
301,FUORI_ATTRIBUTO,"È deformabile, compatto, poco friabile e poco granuloso.","deformabile, compatto, poco friabile, poco granuloso","deformabile, compatto, poco friabile, poco granuloso",2018,C0F,TG_19
302,OK,"Il campione presenta una pasta compatta e pastosa, con una solubilità limitata.",compatta e poco solubile. pastoso,compatta e poco solubile. pastoso,2018,C0I,TG_13
303,FUORI_ATTRIBUTO,È morbido con poca grana e impasta.,morbido poca grana impasta,morbido poca grana impasta,2018,C0I,Q_09
304,FUORI_ATTRIBUTO,"Il formaggio è morbido, poco friabile e presenta poca microstruttura.","morbido, poco friabile, poca microstruttura","morbido, poco friabile, poca microstruttura",2018,C0I,TG_04
305,OK,Il campione presenta una grana ben percettibile e una presenza di cristalli.,"Grana ben percettibile, presenza di cristalli","Grana ben percettibile, presenza di cristalli",2018,C0I,TG_35
306,FUORI_ATTRIBUTO,Il formaggio ha una consistenza gommosa.,gommosa,gommosa,2018,C0I,TG_11
307,FUORI_ATTRIBUTO,"È morbido, si sentono i cristalli, poco granuloso e molto sol.",morbido si sentono i cristalli poco granuloso molto sol,morbido si sentono i cristalli poco granuloso molto sol,2018,C0L,Q_09
308,OK,"Il campione risulta umido, cedevole e quasi colloso, con una sensazione di pastosità.","Umido, cedevole, quasi colloso. Sembra di mangiare pongo","Umido, cedevole, quasi colloso. Sembra di mangiare pongo",2018,C0L,TG_04
309,OK,"Il campione presenta cristalli di dimensioni medio-grosse, lasciando la bocca pulita.","cristalli medio grossi, la bocca nel complesso rimane pulita","cristalli medio grossi, la bocca nel complesso rimane pulita",2018,C0L,TG_35
310,OK,"Il campione è molto umido, solubile e poco granuloso.","molto umido, solubile, poco granuloso","molto umido, solubile, poco granuloso",2018,C0L,TG_19
311,OK,Si sentono bene i cristalli nel campione.,si sentono bene i cristalli,si sentono bene i cristalli,2018,C0O,Q_09
312,OK,Il campione è friabile e lascia la bocca impastata.,"Friabile, lascia la bocca impastata","Friabile, lascia la bocca impastata",2018,C0O,TG_04
313,OK,Il campione presenta una texture granulosa con pochi cristalli.,granulosa con pochi cristalli,granulosa con pochi cristalli,2018,C0O,TG_35
314,OK,Il campione è pastoso e persistente in bocca.,"pastoso, persistente in bocca","pastoso, persistente in bocca",2018,C0A,TG_20
315,OK,"Il campione è asciutto e poco solubile, lasciando una sensazione di farina in bocca.",asciutto e poco sol lascia sensazione di farina in bocca,asciutto e poco sol lascia sensazione di farina in bocca,2018,C0A,TG_15
316,OK,La presenza di tirosina è molto scarsa nel campione.,tirosina molto scarsa,tirosina molto scarsa,2018,C0A,Q_09
317,OK,"Il campione è friabile e morbido, con pochi cristalli che impastano la bocca.",Friabile e morbido. pochi cristalli. impasta la bocca,Friabile e morbido. pochi cristalli. impasta la bocca,2018,C0A,TG_13
318,FUORI_ATTRIBUTO,Il formaggio presenta dei cristalli.,con cristalli,con cristalli,2018,C0A,TG_24
319,FUORI_ATTRIBUTO,È leggermente asciutto.,legg asciutto,legg asciutto,2018,C0A,Q_02
320,FUORI_ATTRIBUTO,Il formaggio è secco.,secco,secco,2018,C0A,TG_05
321,FUORI_ATTRIBUTO,"È poco friabile, compatto, poco granuloso e abbastanza solubile.","poco friabile, compatto, poco granuloso, abbastanza solubile","poco friabile, compatto, poco granuloso, abbastanza solubile",2018,C0A,TG_11
322,OK,"Il campione presenta una pasta granulosa e solubile, con una buona consistenza.",granuloso e solubile,granuloso e solubile,2018,C0A,TG_14
323,OK,"Il campione è friabile ma asciutto, mostrando una certa compattezza.",friabile ma asciutto,friabile ma asciutto,2018,C0A,TG_19
324,FUORI_ATTRIBUTO,Tende a essere molliccio.,tendente al molliccio,tendente al molliccio,2018,C0C,TG_20
325,OK,"Il campione è ben friabile, con una struttura fine e si scioglie bene in bocca, senza asciuttezza.","Ben friabile, lascia un struttura fine. Si scioglie bene in bocca, non asciutto","Ben friabile, lascia un struttura fine. Si scioglie bene in bocca, non asciutto",2018,C0C,TG_15
326,FUORI_ATTRIBUTO,Presenta cristalli.,Cristalli,Cristalli,2018,C0C,Q_09
327,OK,"Il campione presenta una buona grana, compatta e senza difetti.","grana presente, compatto,","grana presente, compatto,",2018,C0C,Q_02
328,OK,"Il campione è granuloso e asciutto, con cristalli ben percepibili.",granuoloso asciutto si percepiscono i cristalli,granulososo asciutto si percepiscono i cristalli,2018,C0C,TG_11
329,FUORI_ATTRIBUTO,Il formaggio è asciutto.,asciutto,asciutto,2018,C0C,TG_14
330,OK,"Il campione è friabile e appena asciutto, mostrando una buona consistenza.","Friabile, appena asciutto","Friabile, appena asciutto",2018,C0C,TG_19
331,FUORI_ATTRIBUTO,Lascia la bocca pulita.,lascia la bocca pulita,lascia la bocca pulita,2018,C0E,TG_20
332,FUORI_ATTRIBUTO,È asciutto.,asciutto,asciutto,2018,C0E,TG_15
333,FUORI_ATTRIBUTO,È secco e asciutto.,"secco, asciutto","secco, asciutto",2018,C0E,Q_09
334,OK,"Il campione è deformabile, compatto, poco friabile e con una granulosità limitata.","deformabile, compatto, poco friabile, poco granuloso","deformabile, compatto, poco friabile, poco granuloso",2018,C0E,TG_13
335,OK,"Il campione è compatto e poco solubile, con una certa pastosità.",compatta e poco solubile. pastoso,compatta e poco solubile. pastoso,2018,C0E,TG_24
