id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
708,FUORI_ATTRIBUTO,"Negli scalzi è grossa, mentre nei piatti è molto fine.",Negli scalzi grossa molto fine nei piatti,Negli scalzi grossa molto fine nei piatti,2018,C0M,TG_26
709,FUORI_ATTRIBUTO,Le misure sono 10 o 22 mm.,10 o 22mm,nella norma o 22mm,2018,C0Q,Q_09
710,FUORI_ATTRIBUTO,"Un piatto è sottile, circa 8 mm, mentre l'altro supera il centimetro.","1 piatto sottile, ~8mm. L'altro  piatto oltre il cm","1 piatto sottile, ~8mm. L'altro  piatto oltre il cm",2018,C0Q,TG_04
711,CONFORME,"La crosta del campione è regolare, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolaee,Regolaee,2018,C0Q,TG_05
712,FUORI_ATTRIBUTO,"La crosta è disomogenea, con uno spessore medio di 1 cm.",Crosta disomogenea. Media 1 cm,Crosta disomogenea. Media 1 cm,2018,C0Q,TG_13
713,OK,"Lo spessore della crosta è di 10 mm, conforme alle aspettative per la stagionatura.",10,nella norma,2018,C0Q,TG_19
714,FUORI_ATTRIBUTO,È più spessa su una faccia.,Più spessa su una faccia,Più spessa su una faccia,2018,C0Q,TG_20
715,FUORI_ATTRIBUTO,"Lo spessore è circa 1 cm, ma il colore è poco contrastato.",Circa 1 cm ma di colore poco contrastato,Circa 1 cm ma di colore poco contrastato,2018,C0R,Q_09
716,FUORI_ATTRIBUTO,"Il limite è sfumato, con valori attorno al centimetro e spigoli discreti.",Limite sfumato. Valori attorno al cm. Discreto spigoli,Limite sfumato. Valori attorno al cm. Discreto spigoli,2018,C0R,TG_04
717,FUORI_ATTRIBUTO,"La misura è 1,2.","1,2","1,2",2018,C0R,TG_13
718,CONFORME,"Il campione presenta caratteristiche nella norma, in linea con le attese per la stagionatura del Grana Trentino DOP.",Nella norma,Nella norma,2018,C0R,TG_14
719,FUORI_ATTRIBUTO,La valutazione è tra 9 e 10.,9 10,nella norma 10,2018,C0R,TG_19
720,FUORI_ATTRIBUTO,"È disomogenea su un piatto, con spigoli pronunciati e finissima.",Disomogenea su un piatto finissima spigoli pronunciati,Disomogenea su un piatto finissima spigoli pronunciati,2018,C0R,TG_26
721,FUORI_ATTRIBUTO,"Sfumata, con scalzo e piatto di 10 mm e spigoli di 20 mm.",Sfumata Scalzo e piatto 10 mm  Spigoli 20mm,Sfumata Scalzo e piatto 10 mm  Spigoli 20mm,2018,C0A,TG_20
722,FUORI_ATTRIBUTO,"È poco evidente perché il colore di fondo è carico, più evidente negli angoli.",Poco evidente perché il colore di fondo è carico più evidente negli angoli,Poco evidente perché il colore di fondo è carico più evidente negli angoli,2018,C0A,TG_14
723,FUORI_ATTRIBUTO,"La crosta è sfumata con scalzi spessi, ma i piatti non sono sottili.",Crosta sfumata con scalzi spessi. Piatti comunque non sottili,Crosta sfumata con scalzi spessi. Piatti comunque non sottili,2018,C0A,Q_09
724,CONFORME,"La crosta del campione è regolare, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0A,TG_26
725,FUORI_ATTRIBUTO,"Lo spessore medio è di 0,8 cm, molto fine sui sei piatti e spessa sugli scalzi.","Media 0,8 cm molto fine sei piatti spessa sugli scalzi","Media 0,8 cm molto fine sei piatti spessa sugli scalzi",2018,C0A,Q_02
726,OK,"Lo spessore della crosta è di 11 mm, conforme alle aspettative per la stagionatura.",11,nella norma,2018,C0A,TG_05
727,FUORI_ATTRIBUTO,È più sottile su un lato.,Più sottile su un lato,Più sottile su un lato,2018,C0A,TG_04
728,FUORI_ATTRIBUTO,"Lo scalzo è molto grosso, oltre 15 mm, con spigoli pronunciati.",Molto grossa oltre 15mm negli scalzo spigoli pronunciati,Molto grossa oltre 15mm negli scalzo spigoli pronunciati,2018,C0A,TG_11
729,FUORI_ATTRIBUTO,"Il scalzo è sfumato e il piatto è medio, con spessore di 12 mm e spigolo di 18 mm.",Sfumata Scalzo e piatto medio 12mm Spigolo 18mm,Sfumata Scalzo e piatto medio 12mm Spigolo 18mm,2018,C0C,TG_20
730,FUORI_ATTRIBUTO,Il colore è grigiastro.,Colore grigiastro,Colore grigiastro,2018,C0C,TG_14
731,FUORI_ATTRIBUTO,"Lo spessore è di 0,9 cm.","0,9 cm",molto sottile,2018,C0C,Q_02
732,OK,"Lo spessore della crosta è compreso tra 8 e 9 mm, conforme alle attese per la stagionatura.",8 9,nella norma 9,2018,C0C,TG_05
733,FUORI_ATTRIBUTO,Il piatto e lo scalzo hanno uno spessore di 11 mm.,Piatto e scalzo 11mm,Piatto e scalzo 11mm,2018,C0F,TG_20
734,FUORI_ATTRIBUTO,È più evidente su un piatto.,Più evidente su 1 piatto,Più evidente su 1 piatto,2018,C0F,TG_14
735,FUORI_ATTRIBUTO,"Un piatto è migliore dell'altro, ma gli spessori sono ridotti.",Un piatto migliore dell'altro. Comunque spessori ridotti,Un piatto migliore dell'altro. Comunque spessori ridotti,2018,C0F,Q_09
736,CONFORME,"La crosta del campione è regolare, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0F,TG_26
737,FUORI_ATTRIBUTO,"Lo spessore è di 1 cm, ma c'è molta unghia su un piatto.",1cm ma tanta unghia su un piatto,molto sottile ma unghia evidente su un piatto,2018,C0F,Q_02
738,OK,"Lo spessore della crosta è compreso tra 8 e 9 mm, conforme alle attese per la stagionatura.",8 9,nella norma 9,2018,C0F,TG_05
739,FUORI_ATTRIBUTO,"Lo scalzo e il piatto hanno uno spessore medio di 7 mm, con spigolo medio di 14 mm.",Scalzo e piatto medio 7mm   Spigolo media 14mm,Scalzo e piatto medio 7mm   Spigolo media 14mm,2018,C0G,TG_20
740,FUORI_ATTRIBUTO,Il limite della crosta è evidente e fine.,Limite crosta evidente fine,Limite crosta evidente fine,2018,C0G,Q_09
741,CONFORME,"La crosta del campione è regolare, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0G,TG_26
742,OK,"La crosta del campione è molto sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,9 cm",molto sottile,2018,C0G,Q_02
743,OK,"Lo spessore della crosta è di 9 mm, conforme alle aspettative per la stagionatura.",9,nella norma,2018,C0G,TG_05
744,OK,"La crosta del campione è molto sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto sottile,Molto sottile,2018,C0G,TG_11
745,FUORI_ATTRIBUTO,"Il scalzo è sfumato e il piatto ha uno spessore medio di 9 mm, con spigoli di 15 mm.",Sfumata Scalzo e piatto medio 9mm Spigoli 15mm,Sfumata Scalzo e piatto medio 9mm Spigoli 15mm,2018,C0M,TG_20
746,FUORI_ATTRIBUTO,È più evidente su un piatto.,Più evidente su 1 piatto,Più evidente su 1 piatto,2018,C0M,TG_14
747,FUORI_ATTRIBUTO,Il limite della crosta è sfumato e tende a superare 1 cm.,Limite crosta sfumato. Tende a più  di 1 cm,Limite crosta sfumato. Tende a più  di 1 cm,2018,C0M,Q_09
748,OK,"La crosta del campione è molto sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,6 cm",molto sottile,2018,C0M,Q_02
749,ILLEGGIBILE,,10mm,nella normamm,2018,C0M,TG_04
750,FUORI_ATTRIBUTO,"Lo scalzo e il piatto hanno uno spessore medio di 11 mm, con spigoli di 20 mm.",Scalzo e piatto media 11mm   Spigoli 20mm,Scalzo e piatto media 11mm   Spigoli 20mm,2018,C0N,TG_20
751,ILLEGGIBILE,,12 mm ahfumata,nella norma mm ahfumata,2018,C0N,TG_14
752,OK,"La crosta del campione è spessa ai lati, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessa ai lati,Spessa ai lati,2018,C0N,TG_26
753,OK,"La crosta del campione è spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",15 mm,spessa mm,2018,C0N,Q_02
754,OK,"La crosta del campione è molto spessa sugli scalzi, conforme alle attese per la stagionatura del Grana Trentino DOP.","Molto spessa sugli scalzi,","Molto spessa sugli scalzi,",2018,C0N,TG_19
755,OK,"Lo spessore della crosta è compreso tra 11 e 12 mm, conforme alle attese per la stagionatura.",11 12,nella norma 12,2018,C0N,TG_05
756,OK,"La crosta del campione è grossa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Grossa,Grossa,2018,C0N,TG_11
757,FUORI_ATTRIBUTO,"Un piatto è molto sottile, mentre l'altro è più spesso nella parte centrale.","1 piatto molto sottile, l'altro  più  spesso nella parte centrale","1 piatto molto sottile, l'altro  più  spesso nella parte centrale",2018,C0A,TG_04
758,CONFORME,"La crosta del campione è regolare, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0A,TG_05
759,OK,"La crosta del campione è molto sottile di media, con un'unghia accentuata su un piatto, conforme alle attese per la stagionatura del Grana Trentino DOP.","1 cm di media, su un piatto unghia accentuata","molto sottile di media, su un piatto unghia accentuata",2018,C0A,TG_13
760,ILLEGGIBILE,,10-12 mm,nella norma-12 mm,2018,C0A,TG_15
761,FUORI_ATTRIBUTO,È leggermente spessa.,Leggermente spessa,Leggermente spessa,2018,C0A,TG_35
762,FUORI_ATTRIBUTO,Lo spessore è di 1 cm.,1 cm,molto sottile,2018,C0B,TG_15
763,FUORI_ATTRIBUTO,È piuttosto spessa.,Piuttosto spessa,Piuttosto spessa,2018,C0B,TG_35
764,FUORI_ATTRIBUTO,È più evidente su un lato.,Più evidente su 1 lato,Più evidente su 1 lato,2018,C0C,Q_09
765,FUORI_ATTRIBUTO,Il limite è sfumato e presenta un crostone.,Limite sfumato. Crostone,Limite sfumato. crosta molto spessa,2018,C0C,TG_04
766,CONFORME,"La crosta del campione è regolare, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0C,TG_05
767,FUORI_ATTRIBUTO,Unghia marcata.,Unghia marcata,Unghia marcata,2018,C0C,TG_13
768,FUORI_ATTRIBUTO,"Misura tra 0,8 e 1 cm.","0,8 - 1cm","0,8 - 1cm",2018,C0C,TG_15
769,FUORI_ATTRIBUTO,Non è sottile.,Non è  sottile,Non è  sottile,2018,C0C,TG_35
770,FUORI_ATTRIBUTO,Più evidente su un lato.,Più evidente su 1 lato,Più evidente su 1 lato,2018,C0E,Q_09
771,FUORI_ATTRIBUTO,"Omogenea, sotto il cm.","Omogenea, sotto il cm","Omogenea, sotto il cm",2018,C0E,TG_04
772,FUORI_ATTRIBUTO,"Crosta fine ma unghia spessa, anche se non marcata di colore.",Crosta fine ma unghia spessa anche se non marcata di colore,Crosta fine ma unghia spessa anche se non marcata di colore,2018,C0E,TG_13
773,OK,"La crosta del campione presenta uno spessore di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",12 mm,nella norma mm,2018,C0E,TG_15
774,FUORI_ATTRIBUTO,Abbastanza spessa.,Abbastanza spessa,Abbastanza spessa,2018,C0E,TG_35
775,FUORI_ATTRIBUTO,Misura 1 cm.,1 cm,molto sottile,2018,C0H,TG_13
776,FUORI_ATTRIBUTO,Misura 1 cm.,1 cm,molto sottile,2018,C0H,TG_15
777,FUORI_ATTRIBUTO,Spessa oltre il cm.,Spessa oltre il cm,Spessa oltre il cm,2018,C0H,TG_35
778,ILLEGGIBILE,,Regolaee,Regolaee,2018,C0Q,TG_05
779,FUORI_ATTRIBUTO,"Tanta unghia, soprattutto sugli spigoli.",Tanta unghia soprattutto sugli spigoli,unghia evidente soprattutto sugli spigoli,2018,C0Q,TG_13
780,OK,"La crosta presenta uno spessore di 11 mm, in linea con le specifiche per il Grana Trentino DOP.",11 mm,nella norma mm,2018,C0Q,TG_15
781,FUORI_ATTRIBUTO,"Sottile, sotto il cm.",Sottile sotto il cm,Sottile sotto il cm,2018,C0Q,TG_35
782,OK,"La crosta del campione presenta uno spessore indefinito, con angoli ben definiti e una sottocrosta leggermente rugosa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crosta piatto e scalzo sfumata spessore indefinito media indicativa 9mm Spigoli accentuati,Crosta piatto e scalzo sfumata spessore indefinito media indicativa 9mm Spigoli accentuati,2018,C0A,Q_02
783,OK,"La crosta del campione presenta uno spessore estremamente sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sui piatti a tratti estremamente sottile,Sui piatti a tratti estremamente sottile,2018,C0A,TG_04
784,OK,"La crosta del campione presenta uno spessore di 0,6 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,6 cm",molto sottile,2018,C0A,TG_13
785,OK,"La crosta del campione è molto più spessa sugli scalzi, con uno spessore di 1,5 mm, rispetto ai piatti che presentano uno spessore di 0,9 mm.","Molto più spessa sugli scalzi 1,5 mm che qui piatti 0.9","Molto più spessa sugli scalzi 1,5 mm che qui piatti 0.9",2018,C0A,TG_14
786,OK,"Lo spessore della crosta è di 12 mm, rispettando i parametri di qualità del Grana Trentino DOP.",12 mm,nella norma mm,2018,C0A,TG_15
787,OK,"La crosta del campione presenta uno spessore molto sfumato, conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto sfumata,Molto sfumata,2018,C0A,TG_19
788,OK,"La crosta del campione è alta e presenta disomogeneità verso le aree, conforme alle attese per la stagionatura del Grana Trentino DOP.",Alta con disomogeneità verso le aree..,Alta con disomogeneità verso le aree..,2018,C0A,TG_24
789,OK,"La crosta del campione presenta uno spessore leggermente grosso, conforme alle attese per la stagionatura del Grana Trentino DOP.",Un Po grossa,leggermente grossa,2018,C0A,TG_26
790,FUORI_ATTRIBUTO,Oltre il cm.,Oltre il cm,Oltre il cm,2018,C0A,TG_35
791,OK,"La crosta del campione presenta uno spessore medio di 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessore medio 10mm,Spessore medio 10mm,2018,C0C,Q_02
792,CONFORME,"La crosta del campione è regolare, con caratteristiche conformi agli standard del Grana Trentino DOP.",Regolare,Regolare,2018,C0C,TG_05
793,OK,"La crosta del campione presenta uno spessore di 0,7 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,7cm",molto sottile,2018,C0C,TG_13
794,OK,"Lo spessore della crosta varia tra 8 e 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",8_10 mm,nella norma_10 mm,2018,C0C,TG_15
795,OK,"La crosta del campione presenta uno spessore mediamente di 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Mediamente 10 mm,Mediamente 10 mm,2018,C0C,TG_24
796,FUORI_ATTRIBUTO,"Media tra 0,8 e 1.","Media 0,8 1","Media 0,8 1",2018,C0C,TG_26
797,OK,"La crosta del campione presenta uno spessore molto sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto sottile,Molto sottile,2018,C0C,TG_35
798,OK,"La crosta del campione presenta uno spessore medio di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessore medio 8mm,Spessore medio 8mm,2018,C0D,Q_02
799,OK,"La crosta del campione presenta un'unghia marcata, anche se non spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Unghia marcata anche se non spessa,Unghia marcata anche se non spessa,2018,C0D,TG_13
800,OK,"La crosta presenta uno spessore di 8 mm, in linea con le aspettative per il Grana Trentino DOP.",8 mm,nella norma mm,2018,C0D,TG_15
801,OK,"Lo spessore della crosta è di 9 mm e appare omogeneo, conforme agli standard del Grana Trentino DOP.",9 e omogeneo,nella norma e omogeneo,2018,C0D,TG_19
802,OK,"La crosta del campione presenta uno spessore molto sottile, con misure di 7 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto fine.. 7 mm,Molto fine.. 7 mm,2018,C0D,TG_24
803,OK,"La crosta del campione presenta uno spessore elevato, risultando spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessa,Spessa,2018,C0D,TG_35
804,OK,"La crosta del campione presenta uno spessore scalzo e piatto, con una media di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessore scalzo e piatto media 8mm,Spessore scalzo e piatto media 8mm,2018,C0I,Q_02
805,OK,"La crosta del campione presenta uno spessore di 1 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.",1 cm,molto sottile,2018,C0I,TG_13
806,OK,"La crosta ha uno spessore di 12 mm, conforme alle specifiche per il Grana Trentino DOP.",12 mm,nella norma mm,2018,C0I,TG_15
807,OK,"Lo spessore della crosta è di 9 mm, in linea con le attese per la stagionatura del Grana Trentino DOP.",9,nella norma,2018,C0I,TG_19
808,OK,"La crosta del campione presenta uno spessore medio-basso, con misure di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Medio basso.. 8 mm,Medio basso.. 8 mm,2018,C0I,TG_24
809,OK,"La crosta del campione presenta uno spessore abbastanza sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Abbastanza sottile,Abbastanza sottile,2018,C0I,TG_35
810,OK,"La crosta del campione presenta uno spessore sfumato, con una media di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crosta sfumata media 12mm,Crosta sfumata media 12mm,2018,C0N,Q_02
811,FUORI_ATTRIBUTO,Colore arancio-marrone sotto un piatto.,Colore arancio marrone sotto un piatto,Colore arancio marrone sotto un piatto,2018,C0N,Q_09
812,FUORI_ATTRIBUTO,Ovunque superiore al cm.,Ovunque superiore al cm,Ovunque superiore al cm,2018,C0N,TG_04
813,FUORI_ATTRIBUTO,Evidente parte nera.,Evidente parte nera,Evidente parte nera,2018,C0N,TG_05
814,OK,"La crosta del campione presenta un'unghia evidente, poco marcata, conforme alle attese per la stagionatura del Grana Trentino DOP.",Unghia spessa poco marcata,Unghia spessa poco marcata,2018,C0N,TG_13
815,OK,"La crosta del campione presenta uno spessore elevato, risultando spessa e con una macchia scura, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessa e con macchia scura,Spessa e con macchia scura,2018,C0N,TG_14
816,OK,"La crosta presenta uno spessore di 12 mm, conforme agli standard di qualità del Grana Trentino DOP.",12 mm,nella norma mm,2018,C0N,TG_15
817,FUORI_ATTRIBUTO,"Macchia nera sotto un piatto, misure 11-12.","11 12, macchia nera sotto un piatto","nella norma 12, macchia nera sotto un piatto",2018,C0N,TG_19
818,OK,"La crosta del campione presenta uno spessore medio-alto, conforme alle attese per la stagionatura del Grana Trentino DOP.",Medio alto,Medio alto,2018,C0N,TG_24
819,FUORI_ATTRIBUTO,"Media 0,9.","Media 0,9","Media 0,9",2018,C0N,TG_26
820,OK,"La crosta del campione presenta uno spessore elevato, risultando spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessa,Spessa,2018,C0N,TG_35
821,FUORI_ATTRIBUTO,Spessore medio di 8 mm.,Spessore medio 8mm,Spessore medio 8mm,2018,C0O,Q_02
822,FUORI_ATTRIBUTO,"Spessore di 0,5 cm.","0,5 cm",molto sottile,2018,C0O,TG_13
823,OK,"Lo spessore della crosta è di 8 mm, rispettando le attese per il Grana Trentino DOP.",8mm,nella normamm,2018,C0O,TG_15
824,FUORI_ATTRIBUTO,"Disomogeneo tra i due piatti, in media meno di 8.","Disomogeneo fra i 2 piatti, in media anche meno di 8","Disomogeneo fra i 2 piatti, in media anche meno di 8",2018,C0O,TG_19
825,FUORI_ATTRIBUTO,"Tende a essere fine, ma presenta zone diverse.","Tende al fine, ma con zone diverse","Tende al fine, ma con zone diverse",2018,C0O,TG_24
826,FUORI_ATTRIBUTO,Fine.,Fine,Fine,2018,C0O,TG_26
827,FUORI_ATTRIBUTO,Molto sottile.,Molto sottile,Molto sottile,2018,C0O,TG_35
828,FUORI_ATTRIBUTO,Media di 8 mm.,Media 8mm,Media 8mm,2018,C0A,Q_02
829,FUORI_ATTRIBUTO,"Più evidente su un lato, angoli e scalzo.",Più evidente su 1 lato angoli e scalzo,Più evidente su 1 lato angoli e scalzo,2018,C0A,Q_09
830,FUORI_ATTRIBUTO,"Limite sfumato, scalzi spessi.",Limite sfumato. Scalzi spessi,Limite sfumato. Scalzi spessi,2018,C0A,TG_04
831,FUORI_ATTRIBUTO,"Crosta fine di 0,8 cm, ma con unghia marcata agli spigoli.",Crosta fine 08 cm ma con unghia marcata agli spigoli,Crosta fine 08 cm ma con unghia marcata agli spigoli,2018,C0A,TG_13
832,FUORI_ATTRIBUTO,"Decisamente più spesso sugli scalzi, uno in particolare.","Decisamente più spesso sugli scalzo,uno in particolare","Decisamente più spesso sugli scalzo,uno in particolare",2018,C0A,TG_19
833,FUORI_ATTRIBUTO,"Sottile nei piatti, spigoli molto pronunciati.",Sottile nei piatti spigoli molto pronunciati,Sottile nei piatti spigoli molto pronunciati,2018,C0A,TG_26
834,FUORI_ATTRIBUTO,Piatti sottili e scalzo spesso.,Piatti sottili scalzo spesso,Piatti sottili scalzo spesso,2018,C0A,TG_35
835,FUORI_ATTRIBUTO,"Crosta sfumata, media di 12 mm.",Crosta sfumata Media 12mm,Crosta sfumata Media 12mm,2018,C0C,Q_02
836,FUORI_ATTRIBUTO,"Non così evidente, dato lo sfondo molto carico.",Non cosi evidente dato lo sfondo  molto carico,Non cosi evidente dato lo sfondo  molto carico,2018,C0C,Q_09
837,FUORI_ATTRIBUTO,"Spessore di 1,2 cm.","1,2 cm",molto sottile,2018,C0C,TG_13
838,OK,"La crosta ha uno spessore compreso tra 10 e 11 mm, conforme alle specifiche per il Grana Trentino DOP.",10 11,nella norma 11,2018,C0C,TG_19
839,FUORI_ATTRIBUTO,"Media di 1, spigoli pronunciati.",Media 1 spigoli pronunciati,Media 1 spigoli pronunciati,2018,C0C,TG_26
840,FUORI_ATTRIBUTO,Piuttosto spessa.,Piuttosto spessa,Piuttosto spessa,2018,C0C,TG_35
841,FUORI_ATTRIBUTO,Media di 11 mm.,Media 11mm,Media 11mm,2018,C0E,Q_02
842,FUORI_ATTRIBUTO,Colore sottocrosta.,Colore sottocrosta,Colore sottocrostarosta,2018,C0E,Q_09
843,OK,"La crosta del campione presenta uno spessore di 1 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.",1cm,molto sottile,2018,C0E,TG_13
844,OK,"Lo spessore della crosta varia tra 10 e 11 mm, in linea con le attese per la stagionatura del Grana Trentino DOP.",10 11,nella norma 11,2018,C0E,TG_19
845,OK,"La crosta del campione presenta uno spessore piuttosto spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Piuttosto spessa,Piuttosto spessa,2018,C0E,TG_35
846,FUORI_ATTRIBUTO,"Spessore dispari, media di 9 mm.",Spessore dispari  Media 9mm,irregolare  Media 9mm,2018,C0G,Q_02
847,FUORI_ATTRIBUTO,È più evidente sotto un piatto e negli angoli.,Più evidente sotto 1 piatto e angoli,Più evidente sotto 1 piatto e angoli,2018,C0G,Q_09
848,OK,"La crosta del campione presenta uno spessore particolarmente fine, conforme alle attese per la stagionatura del Grana Trentino DOP.",1 piatto particolarmente fine,1 piatto particolarmente fine,2018,C0G,TG_04
849,OK,"La crosta del campione presenta uno spessore di 0,9 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.","0,9 cm",molto sottile,2018,C0G,TG_13
850,FUORI_ATTRIBUTO,Il colore è irregolare.,Irregolare anche nel colore,Irregolare anche nel colore,2018,C0G,TG_19
851,OK,"La crosta del campione presenta uno spessore sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottile,Sottile,2018,C0G,TG_35
852,OK,"La crosta del campione presenta uno spessore sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottile,Sottile,2018,C0N,Q_02
853,FUORI_ATTRIBUTO,La media è di 11 mm.,Dispari Media 11mm,Dispari Media 11mm,2018,C0N,Q_09
854,OK,"La crosta del campione presenta uno spessore molto spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crostone,crosta molto spessa,2018,C0N,TG_05
855,OK,"La crosta del campione presenta uno spessore fine ma con un'unghia evidente di 1,2 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.","Crosta fine ma con molta unghia (media 1,2 cm)","Crosta fine ma con molta unghia (media 1,2 cm)",2018,C0N,TG_14
856,OK,"La crosta presenta uno spessore di 10-11 mm, conforme agli standard di qualità del Grana Trentino DOP.",10 11,nella norma 11,2018,C0N,TG_26
857,ILLEGGIBILE,,Oltre 1,Oltre 1,2018,C0N,TG_35
858,OK,"La crosta del campione presenta uno spessore medio grosso, conforme alle attese per la stagionatura del Grana Trentino DOP.",Medio grosso,Medio grosso,2018,C0Q,Q_02
859,FUORI_ATTRIBUTO,La sfumatura ha una media di 10 mm.,Sfumata  Media 10mm,Sfumata  Media 10mm,2018,C0Q,Q_09
860,ILLEGGIBILE,,Dal cm in su,Dal cm in su,2018,C0Q,TG_05
861,FUORI_ATTRIBUTO,"La misura è di 1,1 cm.","1,1 cm",molto sottile,2018,C0Q,TG_14
862,FUORI_ATTRIBUTO,"È molto sottile nei piatti, più spessa oltre 1 cm con spigoli pronunciati.",Molto sottile  nei piatti più  spessa oltre 1 negli scalzi spigoli pronunciati,Molto sottile  nei piatti più  spessa oltre 1 negli scalzi spigoli pronunciati,2018,C0Q,TG_26
863,OK,"La crosta del campione presenta uno spessore piuttosto spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Piuttosto spessa,Piuttosto spessa,2018,C0Q,TG_35
864,FUORI_ATTRIBUTO,Sotto un piatto il colore è massiccio.,Sotto un piatto colore massiccio,Sotto un piatto colore massiccio,2018,C0F,Q_09
865,FUORI_ATTRIBUTO,"Il limite non è netto, nel complesso i piatti sono sottili.","Limite non netto, nel complesso piatti sottili","Limite non netto, nel complesso piatti sottili",2018,C0F,TG_04
866,OK,"La crosta fine presenta una sottocrosta poco evidente per il colore della pasta, ma la forma piccola fa sembrare la crosta più spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crosta fine con sottocrosta poco evidente per il colore della pasta. Tuttavia la forma è piccola quindi sembra che la crosta sia spessa,Crosta fine con sottocrostarosta poco evidente per il colore della pasta. Tuttavia la forma è piccola quindi sembra che la crosta sia spessa,2018,C0F,TG_13
867,FUORI_ATTRIBUTO,È sottile.,Sottile,Sottile,2018,C0F,TG_35
868,FUORI_ATTRIBUTO,È più evidente su un lato e negli angoli.,Più evidente su un lato e angoli,Più evidente su un lato e angoli,2018,C0H,Q_09
869,FUORI_ATTRIBUTO,"La misura è di 0,9 cm.","0,9 cm",molto sottile,2018,C0H,TG_13
870,FUORI_ATTRIBUTO,"È abbastanza omogeneo, leggermente più carico al centro.",Abbastanza omogeneo leggermente più carico al centro,Abbastanza omogeneo leggermente più carico al centro,2018,C0H,TG_20
871,FUORI_ATTRIBUTO,È sottile.,Sottile,Sottile,2018,C0H,TG_35
872,FUORI_ATTRIBUTO,È sempre sopra al cm.,Sempre sopra al cm,Sempre sopra al cm,2018,C0I,TG_04
873,OK,"La crosta è molto sottile con una sottocrosta spessa, soprattutto sugli angoli, conforme alle attese per la stagionatura del Grana Trentino DOP.","1,1 cm con spesso sottocrosta soprattutto sugli angoli",molto sottile con spesso sottocrostarosta soprattutto sugli angoli,2018,C0I,TG_13
874,OK,"La crosta del campione presenta uno spessore regolare e spessa, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessa,Spessa,2018,C0I,TG_20
875,OK,"La crosta del campione è sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crosta sottile,Crosta sottile,2018,C0I,TG_35
876,FUORI_ATTRIBUTO,È molto sottile a tratti.,Molto sottile a tratti,Molto sottile a tratti,2018,C0O,TG_04
877,OK,"La crosta è irregolare, con uno spessore molto più spesso su uno scalzo, non conforme alle attese per la stagionatura del Grana Trentino DOP.","Irregolare, molto più  spesso su uno scalzo","Irregolare, molto più  spesso su uno scalzo",2018,C0O,TG_12
878,FUORI_ATTRIBUTO,"La misura è di 0,7 cm.","0,7 cm",molto sottile,2018,C0O,TG_13
879,FUORI_ATTRIBUTO,È sottile.,Sottile,Sottile,2018,C0O,TG_20
