attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Unnamed: 7,Profumo
Profumo,TN319_2019-10-16,21.0,TN319,C0M,TG_20,2019-10-16,2019,OK,Profumo di pozzo e acqua stagnante.,"Pozzo, acqua stagnante","Pozzo, acqua stagnante ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-16_Seduta_07/P5a_TN319_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-16_Seduta_07/P5a_TN319_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-16_Seduta_07\\P5a_TN319_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-16_Seduta_07\\P5b_TN319_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-16_Seduta_07\\P5a_TN319_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-16_Seduta_07\\P5b_TN319_Grana.bmp""]",7.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN304_2019-10-23,22.0,TN304,C0B,TG_24,2019-10-23,2019,OK,Si percepisce un sentore di alcol.,Alcol,Alcol,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P1a_TN304_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P1a_TN304_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P1a_TN304_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P1b_TN304_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P1a_TN304_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P1b_TN304_Grana.bmp""]",8.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN316_2019-10-23,23.0,TN316,C0L,TG_24,2019-10-23,2019,OK,Si avverte un sentore di solvente acetonico.,Solvente acetone,Solvente acetone,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P5a_TN316_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P5a_TN316_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P5a_TN316_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P5b_TN316_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P5a_TN316_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P5b_TN316_Grana.bmp""]",8.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN306_2019-10-23,24.0,TN306,C0D,TG_26,2019-10-23,2019,OK,Il profumo del campione è intenso.,Intenso,Intenso,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P3a_TN306_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P3a_TN306_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P3a_TN306_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P3b_TN306_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P3a_TN306_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P3b_TN306_Grana.bmp""]",8.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN313_2019-10-23,25.0,TN313,C0H,TG_26,2019-10-23,2019,OK,Il profumo del campione è debolissimo.,Debolissimo,Debolissimo,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P4a_TN313_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-23_Seduta_08/P4a_TN313_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P4a_TN313_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P4b_TN313_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P4a_TN313_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-23_Seduta_08\\P4b_TN313_Grana.bmp""]",8.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN310_2019-10-30,26.0,TN310,C0F,Q_02,2019-10-30,2019,OK,Si percepisce un aroma di fermentazione anomala.,Fermentazione da Clostridium sporogenes,Fermentazione da Clostridium sporogenes ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P2a_TN310_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P2a_TN310_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2a_TN310_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2b_TN310_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2a_TN310_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2b_TN310_Grana.bmp""]",9.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN326_2019-10-30,27.0,TN326,C0O,Q_09,2019-10-30,2019,OK,Il profumo del campione è leggero.,Leggero,Leggero,1.0,True,False,False,False,False,,,[],[],9.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN338_2019-10-30,28.0,TN338,C0R,TG_13,2019-10-30,2019,OK,Il profumo del campione è debole.,Profumo debole,Profumo debole,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P6a_TN338_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P6a_TN338_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P6a_TN338_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P6b_TN338_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P6a_TN338_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P6b_TN338_Grana.bmp""]",9.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN310_2019-10-30,29.0,TN310,C0F,TG_19,2019-10-30,2019,OK,Sapore di cacao.,Cacao,Cacao,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P2a_TN310_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P2a_TN310_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2a_TN310_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2b_TN310_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2a_TN310_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P2b_TN310_Grana.bmp""]",9.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN326_2019-10-30,30.0,TN326,C0O,TG_19,2019-10-30,2019,OK,Il profumo del campione presenta bassa intensità.,Bassa intensità,Bassa intensità ,1.0,True,False,False,False,False,,,[],[],9.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN328_2019-10-30,31.0,TN328,C0P,TG_19,2019-10-30,2019,OK,Si avvertono soprattutto note di uovo sodo e zolfo.,"Soprattutto uovo sodo, zolfo","Soprattutto uovo sodo, zolfo",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P5a_TN328_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-10-30_Seduta_09/P5a_TN328_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P5a_TN328_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P5b_TN328_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P5a_TN328_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-10-30_Seduta_09\\P5b_TN328_Grana.bmp""]",9.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN311_2019-11-06,32.0,TN311,C0G,Q_09,2019-11-06,2019,OK,Si percepisce un odore di teli sporchi.,Teli sporchi,Teli sporchi,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P2a_TN311_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P2a_TN311_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P2a_TN311_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P2b_TN311_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P2a_TN311_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P2b_TN311_Grana.bmp""]",10.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN314_2019-11-06,33.0,TN314,C0I,Q_09,2019-11-06,2019,OK,Si avverte un profumo di erbe balsamiche.,Erbe balsamiche,Erbe balsamiche,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P4a_TN314_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P4a_TN314_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P4a_TN314_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P4b_TN314_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P4a_TN314_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P4b_TN314_Grana.bmp""]",10.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN313_2019-11-06,34.0,TN313,C0H,TG_19,2019-11-06,2019,OK,Si percepisce un sentore di alito di caffe.,Alito di caffè,Alito di caffè ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P3a_TN313_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P3a_TN313_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P3a_TN313_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P3b_TN313_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P3a_TN313_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P3b_TN313_Grana.bmp""]",10.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN330_2019-11-06,35.0,TN330,C0Q,TG_26,2019-11-06,2019,OK,Il profumo del campione è poco intenso.,Poco intenso,Poco intenso ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P6a_TN330_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/II bimestre/2019-11-06_Seduta_10/P6a_TN330_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P6a_TN330_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P6b_TN330_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P6a_TN330_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\II bimestre\\2019-11-06_Seduta_10\\P6b_TN330_Grana.bmp""]",10.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN319_2019-11-13,36.0,TN319,C0M,Q_09,2019-11-13,2019,OK,Note vegetali e balsamiche.,vegetaleetale balsamico,Vegetale balsamico ,1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN307_2019-11-13,37.0,TN307,C0E,TG_28,2019-11-13,2019,OK,"Si avverte un odore di cuoio, simile a suola di scarpe o gomma.","Ho segnato cuoio ma in realtà ho sentito odore di suola di scarpe, o gomma","Ho segnato cuoio ma in realtà ho sentito odore di suola di scarpe, o gomma ",1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN326_2019-11-13,38.0,TN326,C0O,TG_04,2019-11-13,2019,OK,"Si percepisce un sentore di grasso animale ossidato, simile a salame invecchiato.",Sentore di grasso animale ossidato (eg: salame invecchiato),Sentore di grasso animale ossidato (eg: salame invecchiato),1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN307_2019-11-13,39.0,TN307,C0E,TG_26,2019-11-13,2019,OK,Si percepisce un sentore di cipolla.,Cipolla,Cipolla,1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN323_2019-11-13,40.0,TN323,C0N,TG_19,2019-11-13,2019,OK,"Olfatto con ammoniaca solo all'apertura, seguito da un profumo troppo delicato.","Ammoniaca solo alla apertura,dopo profumo troppo delicato","Ammoniaca solo alla apertura,dopo profumo troppo delicato",1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN302_2019-11-13,41.0,TN302,C0A,TG_19,2019-11-13,2019,OK,Il sapore è troppo delicato.,Troppo delicato,Troppo delicato ,1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN307_2019-11-13,42.0,TN307,C0E,TG_19,2019-11-13,2019,OK,Note di cacao e alito di caffè.,"Cacao, alito da caffè","Cacao, alito da caffè ",1.0,True,False,False,False,False,,,[],[],11.0,II,2018-02-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN323_2019-11-20,43.0,TN323,C0N,Q_09,2019-11-20,2019,OK,Profumo vegetale e balsamico.,vegetaleetale balsamico,Vegetale balsamico,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P3a_TN323_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P3a_TN323_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P3a_TN323_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P3b_TN323_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P3a_TN323_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P3b_TN323_Grana.bmp""]",12.0,III,2018-04-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN328_2019-11-20,44.0,TN328,C0P,Q_09,2019-11-20,2019,OK,Odore di scarico.,Scarico,Scarico,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P5a_TN328_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P5a_TN328_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P5a_TN328_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P5b_TN328_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P5a_TN328_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P5b_TN328_Grana.bmp""]",12.0,III,2018-04-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN314_2019-11-20,45.0,TN314,C0I,TG_04,2019-11-20,2019,OK,"Il gorgonzola suscita dei dubbi, ma non penalizzo troppo.","Il gorgonzola é un dubbio, non penalizzo troppo","Il gorgonzola é un dubbio, non penalizzo troppo",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P2a_TN314_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P2a_TN314_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P2a_TN314_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P2b_TN314_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P2a_TN314_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P2b_TN314_Grana.bmp""]",12.0,III,2018-04-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN326_2019-11-20,46.0,TN326,C0O,TG_19,2019-11-20,2019,OK,"Il profumo del campione è leggero, ma presenta note tipiche di grana nostrano.",Ok ma molto leggero,Ok ma molto leggero,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P4a_TN326_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P4a_TN326_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P4a_TN326_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P4b_TN326_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P4a_TN326_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P4b_TN326_Grana.bmp""]",12.0,III,2018-04-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN328_2019-11-20,47.0,TN328,C0P,TG_19,2019-11-20,2019,OK,Profumo vegetale gradevole.,vegetaleetale buono,Vegetale buono,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P5a_TN328_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P5a_TN328_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P5a_TN328_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P5b_TN328_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P5a_TN328_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P5b_TN328_Grana.bmp""]",12.0,III,2018-04-01,Commenti liberi_QTG_2019_Profumo.csv,,
Profumo,TN338_2019-11-20,48.0,TN338,C0R,TG_19,2019-11-20,2019,OK,"Il profumo del campione è leggero, con note tipiche di grana nostrano.",Leggero,Leggero,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P6a_TN338_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P6a_TN338_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P6a_TN338_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P6b_TN338_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P6a_TN338_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-20_Seduta_12\\P6b_TN338_Grana.bmp""]",12.0,III,2018-04-01,Commenti liberi_QTG_2019_Profumo.csv,,
